4.435622,4.084146
4.130439,4.473528
4.487047,4.152284
4.530208,4.212985
4.029036,4.54132
7,4.230977
2.914796,3.530008
2.036696,1.734065
1.943961,1.64269
1.816596,1.51732
1.782101,1.484442
1.748776,1.451313
1.66398,1.368538
1.611173,1.318376
1.479896,1.182415
